modality,window_size,start_unit,end_unit,positions,sample_index,sample_id,baseline,class_probability,hybrid_final_intensity,classification_probability_drop,regression_absolute_delta,positive_classification_drop,combined_raw_score,combined_score
V,2,0,1,1|2,1,01,missing,0.5776032209396362,0.05668305146843197,-0.008606970310211182,0.0016167860105633786,0.0,0.00026946433509389645,0.003371300904219535
V,2,1,2,2|3,1,01,missing,0.5804305076599121,0.052866558426618596,-0.01143425703048706,0.005433279052376755,0.0,0.0009055465087294592,0.011329401950832114
V,2,2,3,3|4,1,01,missing,0.5755653381347656,0.057106492386758356,-0.006569087505340576,0.0011933450922369943,0.0,0.00019889084870616572,0.0024883474759301275
V,2,3,4,4|5,1,01,missing,0.5678898096084595,0.06510243550091985,0.0011064410209655762,0.006802598021924497,0.0011064410209655762,0.002240207357952992,0.028027505342681044
V,2,4,5,5|6,1,01,missing,0.570293128490448,0.06643325556963685,-0.0012968778610229492,0.008133418090641498,0.0,0.001355569681773583,0.01695969632605893
V,2,5,6,6|7,1,01,missing,0.570310652256012,0.06679070796221497,-0.001314401626586914,0.008490870483219615,0.0,0.0014151450805366024,0.01770505134919778
V,2,6,7,7|8,1,01,missing,0.57058185338974,0.06077450788915159,-0.0015856027603149414,0.0024746704101562406,0.0,0.00041244506835937345,0.00516015016019216
V,2,7,8,8|9,1,01,missing,0.5760349631309509,0.05613862263560297,-0.007038712501525879,0.0021612148433923783,0.0,0.0003602024738987297,0.004506536739022451
V,2,8,9,9|10,1,01,missing,0.5769165754318237,0.056028643997013586,-0.007920324802398682,0.0022711934819817647,0.0,0.0003785322469969608,0.004735862748338943
V,2,9,10,10|11,1,01,missing,0.5701881647109985,0.0590257381141186,-0.0011919140815734863,0.0007259006351232472,0.0,0.00012098343918720787,0.0015136384478684267
V,2,10,11,11|12,1,01,missing,0.5688700079917908,0.06048854866027835,0.00012624263763427734,0.0021887111812829985,0.00012624263763427734,0.0004910278345147772,0.0061433086568572935
V,2,11,12,12|13,1,01,missing,0.5661875009536743,0.06578433931022885,0.0028087496757507324,0.007484501831233503,0.0028087496757507324,0.004056166647622983,0.050747191764845254
V,2,12,13,13|14,1,01,missing,0.5660688877105713,0.06461299934387209,0.0029273629188537598,0.006313161864876737,0.0029273629188537598,0.003979556562999882,0.04978871372554481
V,2,13,14,14|15,1,01,missing,0.5737684965133667,0.05643009321540596,-0.00477224588394165,0.001869744263589393,0.0,0.0003116240439315655,0.003898766123230945
V,2,14,15,15|16,1,01,missing,0.5775918364524841,0.05273458137512209,-0.008595585823059082,0.005565256103873262,0.0,0.000927542683978877,0.011604598761133164
